#Contig name	K-mer length	Contig length in k-mers	Colored k-mers	Proportion of colored k-mers in contig	Mode k-mer coverage depth	K-mer observations	Total	Proportion of k-mer observations in sample
contig-329000003	31	475	0	0	4	1900	21898680	8.67632e-05
contig-449000000	31	383	0	0	4	1532	21898680	6.99586e-05
contig-383000002	31	447	0	0	8	3576	21898680	0.000163298
contig-353000001	31	654	0	0	8	5232	21898680	0.000238919
contig-330000003	31	475	0	0	6	2850	21898680	0.000130145
contig-450000000	31	382	0	0	8	3056	21898680	0.000139552
contig-354000001	31	450	0	0	4	1800	21898680	8.21967e-05
contig-384000002	31	477	0	0	4	1908	21898680	8.71285e-05
contig-451000000	31	383	0	0	4	1532	21898680	6.99586e-05
contig-355000001	31	449	0	0	4	1796	21898680	8.20141e-05
contig-331000003	31	473	0	0	2	946	21898680	4.3199e-05
contig-452000000	31	381	0	0	5	1905	21898680	8.69915e-05
contig-385000002	31	445	0	0	4	1780	21898680	8.12834e-05
contig-356000001	31	448	0	0	4	1792	21898680	8.18314e-05
contig-332000003	31	469	0	0	2	938	21898680	4.28336e-05
contig-453000000	31	420	0	0	9	3780	21898680	0.000172613
contig-386000002	31	445	0	0	2	890	21898680	4.06417e-05
contig-357000001	31	447	0	0	4	1788	21898680	8.16488e-05
contig-454000000	31	381	0	0	10	3810	21898680	0.000173983
contig-333000003	31	468	0	0	4	1872	21898680	8.54846e-05
contig-455000000	31	380	0	0	3	1140	21898680	5.20579e-05
contig-358000001	31	447	0	0	4	1788	21898680	8.16488e-05
contig-387000002	31	445	0	0	9	4005	21898680	0.000182888
contig-334000003	31	467	0	0	2	934	21898680	4.2651e-05
contig-456000000	31	380	0	0	4	1520	21898680	6.94106e-05
contig-359000001	31	446	0	0	6	2676	21898680	0.000122199
contig-388000002	31	445	0	0	6	2670	21898680	0.000121925
contig-335000003	31	466	0	0	3	1398	21898680	6.38395e-05
contig-457000000	31	379	0	0	4	1516	21898680	6.92279e-05
contig-389000002	31	444	0	0	4	1776	21898680	8.11008e-05
contig-360000001	31	446	0	0	6	2676	21898680	0.000122199
contig-336000003	31	465	0	0	3	1395	21898680	6.37025e-05
contig-458000000	31	379	0	0	5	1895	21898680	8.65349e-05
contig-390000002	31	443	0	0	2	886	21898680	4.04591e-05
contig-361000001	31	445	0	0	6	2670	21898680	0.000121925
contig-337000003	31	464	0	0	5	2320	21898680	0.000105942
contig-459000000	31	539	0	0	8	4312	21898680	0.000196907
contig-362000001	31	463	0	0	8	3704	21898680	0.000169143
contig-391000002	31	442	0	0	3	1326	21898680	6.05516e-05
contig-338000003	31	463	0	0	5	2315	21898680	0.000105714
contig-460000000	31	378	0	0	4	1512	21898680	6.90453e-05
contig-363000001	31	441	0	0	4	1764	21898680	8.05528e-05
contig-392000002	31	440	0	0	4	1760	21898680	8.03701e-05
contig-339000003	31	463	0	0	2	926	21898680	4.22857e-05
contig-393000002	31	438	0	0	2	876	21898680	4.00024e-05
contig-461000000	31	678	0	0	4	2712	21898680	0.000123843
contig-340000003	31	462	0	0	3	1386	21898680	6.32915e-05
contig-364000001	31	781	0	0	22	17182	21898680	0.000784614
contig-394000002	31	438	0	0	2	876	21898680	4.00024e-05
contig-462000000	31	377	0	0	3	1131	21898680	5.16469e-05
contig-341000003	31	475	0	0	12	5700	21898680	0.00026029
contig-365000001	31	443	0	0	5	2215	21898680	0.000101148
contig-463000000	31	374	0	0	8	2992	21898680	0.000136629
contig-395000002	31	438	0	0	6	2628	21898680	0.000120007
contig-342000003	31	458	0	0	4	1832	21898680	8.3658e-05
contig-464000000	31	374	0	0	6	2244	21898680	0.000102472
contig-366000001	31	436	0	0	4	1744	21898680	7.96395e-05
contig-396000002	31	436	0	0	5	2180	21898680	9.95494e-05
contig-465000000	31	375	0	0	7	2625	21898680	0.00011987
contig-367000001	31	432	0	0	4	1728	21898680	7.89089e-05
contig-343000003	31	582	0	0	7	4074	21898680	0.000186039
contig-466000000	31	374	0	0	3	1122	21898680	5.1236e-05
contig-368000001	31	432	0	0	2	864	21898680	3.94544e-05
contig-397000002	31	556	0	0	3	1668	21898680	7.6169e-05
contig-344000003	31	456	0	0	2	912	21898680	4.16463e-05
contig-467000000	31	373	0	0	6	2238	21898680	0.000102198
contig-369000001	31	448	0	0	5	2240	21898680	0.000102289
contig-398000002	31	434	0	0	2	868	21898680	3.96371e-05
contig-468000000	31	373	0	0	4	1492	21898680	6.8132e-05
contig-370000001	31	431	0	0	2	862	21898680	3.93631e-05
contig-345000003	31	715	0	0	8	5720	21898680	0.000261203
contig-469000000	31	372	0	0	4	1488	21898680	6.79493e-05
contig-371000001	31	431	0	0	4	1724	21898680	7.87262e-05
contig-399000002	31	434	0	0	2	868	21898680	3.96371e-05
contig-346000003	31	455	0	0	4	1820	21898680	8.311e-05
contig-470000000	31	372	0	0	10	3720	21898680	0.000169873
contig-372000001	31	430	0	0	5	2150	21898680	9.81794e-05
contig-400000002	31	434	0	0	4	1736	21898680	7.92742e-05
contig-347000003	31	455	0	0	2	910	21898680	4.1555e-05
contig-471000000	31	548	0	0	9	4932	21898680	0.000225219
contig-401000002	31	476	0	0	6	2856	21898680	0.000130419
contig-472000000	31	371	0	0	2	742	21898680	3.38833e-05
contig-402000002	31	433	0	0	3	1299	21898680	5.93186e-05
contig-348000003	31	742	0	0	10	7420	21898680	0.000338833
contig-473000000	31	370	0	0	2	740	21898680	3.3792e-05
contig-373000001	31	1160	0	0	12	13920	21898680	0.000635655
contig-349000003	31	453	0	0	3	1359	21898680	6.20585e-05
contig-474000000	31	370	0	0	4	1480	21898680	6.7584e-05
contig-403000002	31	432	0	0	8	3456	21898680	0.000157818
contig-374000001	31	430	0	0	4	1720	21898680	7.85435e-05
contig-475000000	31	368	0	0	2	736	21898680	3.36093e-05
contig-404000002	31	448	0	0	2	896	21898680	4.09157e-05
contig-350000003	31	716	0	0	24	17184	21898680	0.000784705
contig-476000000	31	368	0	0	6	2208	21898680	0.000100828
contig-375000001	31	430	0	0	2	860	21898680	3.92718e-05
contig-405000002	31	430	0	0	2	860	21898680	3.92718e-05
contig-351000003	31	477	0	0	6	2862	21898680	0.000130693
contig-477000000	31	384	0	0	6	2304	21898680	0.000105212
contig-376000001	31	429	0	0	2	858	21898680	3.91804e-05
contig-406000002	31	429	0	0	2	858	21898680	3.91804e-05
contig-352000003	31	449	0	0	3	1347	21898680	6.15106e-05
contig-478000000	31	372	0	0	9	3348	21898680	0.000152886
contig-377000001	31	428	0	0	5	2140	21898680	9.77228e-05
contig-407000002	31	429	0	0	4	1716	21898680	7.83609e-05
contig-479000000	31	365	0	0	4	1460	21898680	6.66707e-05
contig-353000003	31	449	0	0	2	898	21898680	4.1007e-05
contig-378000001	31	425	0	0	3	1275	21898680	5.82227e-05
contig-480000000	31	363	0	0	4	1452	21898680	6.63054e-05
contig-354000003	31	552	0	0	5	2760	21898680	0.000126035
contig-481000000	31	393	0	0	2	786	21898680	3.58926e-05
contig-379000001	31	423	0	0	6	2538	21898680	0.000115897
contig-408000002	31	1700	0	0	7	11900	21898680	0.000543412
contig-355000003	31	447	0	0	2	894	21898680	4.08244e-05
contig-482000000	31	361	0	0	6	2166	21898680	9.89101e-05
contig-380000001	31	423	0	0	4	1692	21898680	7.72649e-05
contig-409000002	31	428	0	0	4	1712	21898680	7.81782e-05
contig-483000000	31	361	0	0	9	3249	21898680	0.000148365
contig-381000001	31	422	0	0	5	2110	21898680	9.63528e-05
contig-484000000	31	360	0	0	2	720	21898680	3.28787e-05
contig-410000002	31	428	0	0	4	1712	21898680	7.81782e-05
contig-356000003	31	949	0	0	8	7592	21898680	0.000346688
contig-485000000	31	732	0	0	6	4392	21898680	0.00020056
contig-382000001	31	421	0	0	2	842	21898680	3.84498e-05
contig-357000003	31	492	0	0	6	2952	21898680	0.000134803
contig-486000000	31	426	0	0	2	852	21898680	3.89065e-05
contig-411000002	31	1011	0	0	11	11121	21898680	0.000507839
contig-358000003	31	442	0	0	8	3536	21898680	0.000161471
contig-487000000	31	356	0	0	4	1424	21898680	6.50268e-05
contig-412000002	31	427	0	0	6	2562	21898680	0.000116993
contig-488000000	31	396	0	0	6	2376	21898680	0.0001085
contig-359000003	31	441	0	0	6	2646	21898680	0.000120829
contig-413000002	31	423	0	0	2	846	21898680	3.86325e-05
contig-383000001	31	2254	0	0	37	83398	21898680	0.00380836
contig-489000000	31	368	0	0	4	1472	21898680	6.72187e-05
contig-360000003	31	440	0	0	6	2640	21898680	0.000120555
contig-414000002	31	421	0	0	2	842	21898680	3.84498e-05
contig-384000001	31	419	0	0	4	1676	21898680	7.65343e-05
contig-361000003	31	440	0	0	6	2640	21898680	0.000120555
contig-415000002	31	421	0	0	7	2947	21898680	0.000134574
contig-490000000	31	610	0	0	8	4880	21898680	0.000222844
contig-385000001	31	418	0	0	5	2090	21898680	9.54395e-05
contig-491000000	31	353	0	0	4	1412	21898680	6.44788e-05
contig-416000002	31	421	0	0	4	1684	21898680	7.68996e-05
contig-362000003	31	810	0	0	17	13770	21898680	0.000628805
contig-386000001	31	417	0	0	3	1251	21898680	5.71267e-05
contig-492000000	31	541	0	0	4	2164	21898680	9.88187e-05
contig-417000002	31	422	0	0	13	5486	21898680	0.000250517
contig-363000003	31	438	0	0	4	1752	21898680	8.00048e-05
contig-387000001	31	417	0	0	5	2085	21898680	9.52112e-05
contig-493000000	31	352	0	0	4	1408	21898680	6.42961e-05
contig-418000002	31	421	0	0	3	1263	21898680	5.76747e-05
contig-364000003	31	438	0	0	20	8760	21898680	0.000400024
contig-494000000	31	351	0	0	6	2106	21898680	9.61702e-05
contig-388000001	31	464	0	0	2	928	21898680	4.2377e-05
contig-419000002	31	420	0	0	4	1680	21898680	7.6717e-05
contig-365000003	31	436	0	0	2	872	21898680	3.98198e-05
contig-495000000	31	351	0	0	9	3159	21898680	0.000144255
contig-389000001	31	416	0	0	7	2912	21898680	0.000132976
contig-420000002	31	420	0	0	2	840	21898680	3.83585e-05
contig-390000001	31	414	0	0	6	2484	21898680	0.000113431
contig-366000003	31	504	0	0	4	2016	21898680	9.20603e-05
contig-496000000	31	491	0	0	4	1964	21898680	8.96858e-05
contig-421000002	31	422	0	0	3	1266	21898680	5.78117e-05
contig-391000001	31	414	0	0	2	828	21898680	3.78105e-05
contig-367000003	31	433	0	0	3	1299	21898680	5.93186e-05
contig-497000000	31	350	0	0	5	1750	21898680	7.99135e-05
contig-422000002	31	429	0	0	7	3003	21898680	0.000137132
contig-392000001	31	412	0	0	2	824	21898680	3.76278e-05
contig-368000003	31	440	0	0	8	3520	21898680	0.00016074
contig-498000000	31	369	0	0	6	2214	21898680	0.000101102
contig-423000002	31	506	0	0	6	3036	21898680	0.000138638
contig-369000003	31	430	0	0	6	2580	21898680	0.000117815
contig-499000000	31	598	0	0	4	2392	21898680	0.00010923
contig-424000002	31	416	0	0	2	832	21898680	3.79932e-05
contig-393000001	31	1235	0	0	22	27170	21898680	0.00124071
contig-370000003	31	429	0	0	4	1716	21898680	7.83609e-05
contig-500000000	31	347	0	0	6	2082	21898680	9.50742e-05
contig-394000001	31	411	0	0	2	822	21898680	3.75365e-05
contig-425000002	31	416	0	0	4	1664	21898680	7.59863e-05
contig-371000003	31	429	0	0	2	858	21898680	3.91804e-05
contig-501000000	31	347	0	0	3	1041	21898680	4.75371e-05
contig-426000002	31	416	0	0	14	5824	21898680	0.000265952
contig-502000000	31	347	0	0	3	1041	21898680	4.75371e-05
contig-395000001	31	659	0	0	5	3295	21898680	0.000150466
contig-372000003	31	513	0	0	8	4104	21898680	0.000187409
contig-503000000	31	346	0	0	15	5190	21898680	0.000237001
contig-427000002	31	414	0	0	5	2070	21898680	9.45262e-05
contig-396000001	31	419	0	0	11	4609	21898680	0.000210469
contig-373000003	31	426	0	0	7	2982	21898680	0.000136173
contig-504000000	31	345	0	0	4	1380	21898680	6.30175e-05
contig-397000001	31	410	0	0	3	1230	21898680	5.61678e-05
contig-374000003	31	426	0	0	8	3408	21898680	0.000155626
contig-505000000	31	345	0	0	4	1380	21898680	6.30175e-05
contig-398000001	31	409	0	0	3	1227	21898680	5.60308e-05
contig-428000002	31	617	0	0	4	2468	21898680	0.000112701
contig-506000000	31	344	0	0	8	2752	21898680	0.00012567
contig-375000003	31	425	0	0	12	5100	21898680	0.000232891
contig-429000002	31	413	0	0	2	826	21898680	3.77192e-05
contig-507000000	31	568	0	0	6	3408	21898680	0.000155626
contig-376000003	31	421	0	0	4	1684	21898680	7.68996e-05
contig-399000001	31	487	0	0	2	974	21898680	4.44776e-05
contig-430000002	31	903	0	0	7	6321	21898680	0.000288648
contig-508000000	31	525	0	0	3	1575	21898680	7.19221e-05
contig-400000001	31	408	0	0	2	816	21898680	3.72625e-05
contig-377000003	31	443	0	0	6	2658	21898680	0.000121377
contig-401000001	31	407	0	0	4	1628	21898680	7.43424e-05
contig-431000002	31	663	0	0	8	5304	21898680	0.000242206
contig-378000003	31	419	0	0	9	3771	21898680	0.000172202
contig-509000000	31	664	0	0	6	3984	21898680	0.000181929
contig-402000001	31	407	0	0	2	814	21898680	3.71712e-05
contig-432000002	31	497	0	0	2	994	21898680	4.53909e-05
contig-379000003	31	418	0	0	5	2090	21898680	9.54395e-05
contig-510000000	31	343	0	0	12	4116	21898680	0.000187957
contig-433000002	31	406	0	0	6	2436	21898680	0.00011124
contig-403000001	31	406	0	0	11	4466	21898680	0.000203939
contig-511000000	31	341	0	0	6	2046	21898680	9.34303e-05
contig-434000002	31	405	0	0	4	1620	21898680	7.39771e-05
contig-380000003	31	418	0	0	4	1672	21898680	7.63516e-05
contig-512000000	31	338	0	0	4	1352	21898680	6.17389e-05
contig-404000001	31	406	0	0	3	1218	21898680	5.56198e-05
contig-381000003	31	416	0	0	4	1664	21898680	7.59863e-05
contig-513000000	31	338	0	0	2	676	21898680	3.08694e-05
contig-435000002	31	600	0	0	6	3600	21898680	0.000164393
contig-405000001	31	404	0	0	2	808	21898680	3.68972e-05
contig-514000000	31	338	0	0	4	1352	21898680	6.17389e-05
contig-382000003	31	413	0	0	3	1239	21898680	5.65788e-05
contig-515000000	31	336	0	0	2	672	21898680	3.06868e-05
contig-436000002	31	404	0	0	6	2424	21898680	0.000110692
contig-406000001	31	403	0	0	2	806	21898680	3.68059e-05
contig-383000003	31	413	0	0	3	1239	21898680	5.65788e-05
contig-516000000	31	438	0	0	12	5256	21898680	0.000240014
contig-437000002	31	401	0	0	8	3208	21898680	0.000146493
contig-407000001	31	403	0	0	4	1612	21898680	7.36117e-05
contig-517000000	31	335	0	0	4	1340	21898680	6.11909e-05
contig-384000003	31	467	0	0	14	6538	21898680	0.000298557
contig-438000002	31	400	0	0	2	800	21898680	3.65319e-05
contig-408000001	31	402	0	0	2	804	21898680	3.67145e-05
contig-518000000	31	334	0	0	2	668	21898680	3.05041e-05
contig-385000003	31	413	0	0	3	1239	21898680	5.65788e-05
contig-439000002	31	400	0	0	4	1600	21898680	7.30638e-05
contig-519000000	31	361	0	0	6	2166	21898680	9.89101e-05
contig-409000001	31	401	0	0	2	802	21898680	3.66232e-05
contig-386000003	31	411	0	0	4	1644	21898680	7.5073e-05
contig-520000000	31	333	0	0	4	1332	21898680	6.08256e-05
contig-440000002	31	401	0	0	12	4812	21898680	0.000219739
contig-410000001	31	430	0	0	8	3440	21898680	0.000157087
contig-387000003	31	409	0	0	4	1636	21898680	7.47077e-05
contig-521000000	31	333	0	0	9	2997	21898680	0.000136858
contig-411000001	31	397	0	0	5	1985	21898680	9.06447e-05
contig-441000002	31	398	0	0	8	3184	21898680	0.000145397
contig-522000000	31	332	0	0	4	1328	21898680	6.06429e-05
contig-412000001	31	396	0	0	10	3960	21898680	0.000180833
contig-442000002	31	399	0	0	4	1596	21898680	7.28811e-05
contig-388000003	31	687	0	0	4	2748	21898680	0.000125487
contig-523000000	31	332	0	0	3	996	21898680	4.54822e-05
contig-413000001	31	393	0	0	3	1179	21898680	5.38389e-05
contig-443000002	31	397	0	0	6	2382	21898680	0.000108774
contig-389000003	31	432	0	0	10	4320	21898680	0.000197272
contig-524000000	31	330	0	0	3	990	21898680	4.52082e-05
contig-414000001	31	393	0	0	2	786	21898680	3.58926e-05
contig-444000002	31	396	0	0	2	792	21898680	3.61666e-05
contig-390000003	31	408	0	0	8	3264	21898680	0.00014905
contig-525000000	31	330	0	0	4	1320	21898680	6.02776e-05
contig-415000001	31	393	0	0	4	1572	21898680	7.17851e-05
contig-445000002	31	394	0	0	4	1576	21898680	7.19678e-05
contig-391000003	31	408	0	0	2	816	21898680	3.72625e-05
contig-526000000	31	329	0	0	2	658	21898680	3.00475e-05
contig-416000001	31	393	0	0	8	3144	21898680	0.00014357
contig-446000002	31	394	0	0	4	1576	21898680	7.19678e-05
contig-392000003	31	406	0	0	4	1624	21898680	7.41597e-05
contig-527000000	31	326	0	0	8	2608	21898680	0.000119094
contig-447000002	31	394	0	0	7	2758	21898680	0.000125944
contig-417000001	31	392	0	0	2	784	21898680	3.58012e-05
contig-393000003	31	406	0	0	8	3248	21898680	0.000148319
contig-528000000	31	325	0	0	6	1950	21898680	8.90465e-05
contig-448000002	31	394	0	0	7	2758	21898680	0.000125944
contig-418000001	31	390	0	0	6	2340	21898680	0.000106856
contig-394000003	31	406	0	0	3	1218	21898680	5.56198e-05
contig-529000000	31	324	0	0	6	1944	21898680	8.87725e-05
contig-449000002	31	394	0	0	6	2364	21898680	0.000107952
contig-419000001	31	384	0	0	4	1536	21898680	7.01412e-05
contig-530000000	31	323	0	0	3	969	21898680	4.42492e-05
contig-395000003	31	405	0	0	2	810	21898680	3.69885e-05
contig-531000000	31	321	0	0	2	642	21898680	2.93168e-05
contig-450000002	31	393	0	0	10	3930	21898680	0.000179463
contig-420000001	31	377	0	0	3	1131	21898680	5.16469e-05
contig-396000003	31	436	0	0	11	4796	21898680	0.000219009
contig-532000000	31	320	0	0	4	1280	21898680	5.8451e-05
contig-451000002	31	393	0	0	5	1965	21898680	8.97314e-05
contig-421000001	31	377	0	0	3	1131	21898680	5.16469e-05
contig-533000000	31	320	0	0	2	640	21898680	2.92255e-05
contig-397000003	31	401	0	0	7	2807	21898680	0.000128181
contig-534000000	31	320	0	0	4	1280	21898680	5.8451e-05
contig-452000002	31	392	0	0	2	784	21898680	3.58012e-05
contig-422000001	31	377	0	0	8	3016	21898680	0.000137725
contig-398000003	31	401	0	0	2	802	21898680	3.66232e-05
contig-535000000	31	318	0	0	8	2544	21898680	0.000116171
contig-423000001	31	375	0	0	4	1500	21898680	6.84973e-05
contig-453000002	31	392	0	0	8	3136	21898680	0.000143205
contig-399000003	31	401	0	0	2	802	21898680	3.66232e-05
contig-536000000	31	513	0	0	16	8208	21898680	0.000374817
contig-454000002	31	391	0	0	8	3128	21898680	0.00014284
contig-424000001	31	444	0	0	36	15984	21898680	0.000729907
contig-400000003	31	400	0	0	2	800	21898680	3.65319e-05
contig-537000000	31	399	0	0	14	5586	21898680	0.000255084
contig-455000002	31	420	0	0	8	3360	21898680	0.000153434
contig-425000001	31	403	0	0	6	2418	21898680	0.000110418
contig-401000003	31	400	0	0	9	3600	21898680	0.000164393
contig-538000000	31	361	0	0	8	2888	21898680	0.00013188
contig-426000001	31	373	0	0	4	1492	21898680	6.8132e-05
contig-456000002	31	568	0	0	9	5112	21898680	0.000233439
contig-402000003	31	400	0	0	6	2400	21898680	0.000109596
contig-539000000	31	315	0	0	2	630	21898680	2.87689e-05
contig-540000000	31	315	0	0	2	630	21898680	2.87689e-05
contig-403000003	31	439	0	0	4	1756	21898680	8.01875e-05
contig-427000001	31	588	0	0	6	3528	21898680	0.000161106
contig-541000000	31	437	0	0	28	12236	21898680	0.000558755
contig-404000003	31	399	0	0	10	3990	21898680	0.000182203
contig-428000001	31	371	0	0	2	742	21898680	3.38833e-05
contig-405000003	31	397	0	0	8	3176	21898680	0.000145032
contig-542000000	31	633	0	0	44	27852	21898680	0.00127186
contig-429000001	31	370	0	0	4	1480	21898680	6.7584e-05
contig-457000002	31	2988	0	0	9	26892	21898680	0.00122802
contig-543000000	31	314	0	0	10	3140	21898680	0.000143388
contig-430000001	31	369	0	0	6	2214	21898680	0.000101102
contig-406000003	31	546	0	0	18	9828	21898680	0.000448794
contig-544000000	31	313	0	0	4	1252	21898680	5.71724e-05
contig-458000002	31	388	0	0	5	1940	21898680	8.85898e-05
contig-431000001	31	369	0	0	6	2214	21898680	0.000101102
contig-545000000	31	311	0	0	4	1244	21898680	5.68071e-05
contig-407000003	31	396	0	0	2	792	21898680	3.61666e-05
contig-432000001	31	368	0	0	13	4784	21898680	0.000218461
contig-459000002	31	520	0	0	4	2080	21898680	9.49829e-05
contig-546000000	31	357	0	0	9	3213	21898680	0.000146721
contig-408000003	31	394	0	0	3	1182	21898680	5.39759e-05
contig-547000000	31	308	0	0	4	1232	21898680	5.62591e-05
contig-433000001	31	369	0	0	5	1845	21898680	8.42517e-05
contig-460000002	31	385	0	0	4	1540	21898680	7.03239e-05
contig-409000003	31	393	0	0	6	2358	21898680	0.000107678
contig-548000000	31	308	0	0	10	3080	21898680	0.000140648
contig-434000001	31	368	0	0	6	2208	21898680	0.000100828
contig-461000002	31	479	0	0	6	2874	21898680	0.000131241
contig-549000000	31	308	0	0	9	2772	21898680	0.000126583
contig-410000003	31	393	0	0	4	1572	21898680	7.17851e-05
contig-462000002	31	383	0	0	8	3064	21898680	0.000139917
contig-411000003	31	393	0	0	9	3537	21898680	0.000161517
contig-550000000	31	544	0	0	6	3264	21898680	0.00014905
contig-435000001	31	723	0	0	13	9399	21898680	0.000429204
contig-463000002	31	381	0	0	12	4572	21898680	0.00020878
contig-551000000	31	307	0	0	4	1228	21898680	5.60764e-05
contig-436000001	31	365	0	0	2	730	21898680	3.33353e-05
contig-412000003	31	552	0	0	19	10488	21898680	0.000478933
contig-552000000	31	306	0	0	6	1836	21898680	8.38407e-05
contig-464000002	31	380	0	0	4	1520	21898680	6.94106e-05
