locus_tag	ftype	length_bp	gene	EC_number	COG	product
POBNIBBE_01957	CDS	534	spoIVFB	3.4.24.-	COG1994	Stage IV sporulation protein FB
POBNIBBE_01958	CDS	432				hypothetical protein
POBNIBBE_01959	CDS	777	tyrC	1.3.1.43		Cyclohexadienyl dehydrogenase
POBNIBBE_01960	CDS	378	mgsR		COG1393	Regulatory protein MgsR
POBNIBBE_01961	CDS	717	lipC	3.-.-.-	COG2755	Spore germination lipase LipC
POBNIBBE_01962	CDS	408				hypothetical protein
POBNIBBE_01963	CDS	444	prmC_2	2.1.1.297		Release factor glutamine methyltransferase
POBNIBBE_01964	CDS	483				hypothetical protein
POBNIBBE_01965	CDS	405				hypothetical protein
POBNIBBE_01966	CDS	117				hypothetical protein
POBNIBBE_01967	CDS	159				hypothetical protein
POBNIBBE_01968	CDS	219	bkdB	2.3.1.168	COG0508	Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex
POBNIBBE_01969	CDS	606				hypothetical protein
POBNIBBE_01970	CDS	636	resE_1	2.7.13.3		Sensor histidine kinase ResE
POBNIBBE_01971	CDS	741				hypothetical protein
POBNIBBE_01972	CDS	615				hypothetical protein
POBNIBBE_01973	CDS	810	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
POBNIBBE_01974	CDS	135				hypothetical protein
POBNIBBE_01975	CDS	636	pdhB_2	1.2.4.1		Pyruvate dehydrogenase E1 component subunit beta
POBNIBBE_01976	CDS	228	hfq		COG1923	RNA-binding protein Hfq
POBNIBBE_01977	CDS	447	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
POBNIBBE_01978	CDS	966	gerBB			Spore germination protein B2
POBNIBBE_01979	CDS	252				hypothetical protein
POBNIBBE_01980	CDS	444				hypothetical protein
POBNIBBE_01981	CDS	813			COG3689	Putative two-component membrane permease complex subunit SMU_746c
POBNIBBE_01982	CDS	225				hypothetical protein
POBNIBBE_01983	CDS	120				hypothetical protein
POBNIBBE_01984	CDS	240				hypothetical protein
POBNIBBE_01985	CDS	234				hypothetical protein
POBNIBBE_01986	CDS	174				hypothetical protein
POBNIBBE_01987	CDS	381				hypothetical protein
POBNIBBE_01988	CDS	477				hypothetical protein
POBNIBBE_01989	CDS	543	arlS	2.7.13.3	COG0642	Signal transduction histidine-protein kinase ArlS
POBNIBBE_01990	CDS	156				hypothetical protein
POBNIBBE_01991	CDS	441				hypothetical protein
POBNIBBE_01992	CDS	261	spoVS		COG2359	Stage V sporulation protein S
POBNIBBE_01993	CDS	444				hypothetical protein
POBNIBBE_01994	CDS	693				hypothetical protein
POBNIBBE_01995	CDS	273				hypothetical protein
POBNIBBE_01996	CDS	429	cggR_2		COG2390	Central glycolytic genes regulator
POBNIBBE_01997	CDS	261				hypothetical protein
POBNIBBE_01998	CDS	798				hypothetical protein
POBNIBBE_01999	CDS	369				hypothetical protein
POBNIBBE_02000	CDS	726	srrA		COG0745	Transcriptional regulatory protein SrrA
POBNIBBE_02001	CDS	414				hypothetical protein
POBNIBBE_02002	tRNA	75				tRNA-Gln(ttg)
POBNIBBE_02003	tRNA	73				tRNA-Glu(ttc)
POBNIBBE_02004	tRNA	76				tRNA-Thr(ggt)
POBNIBBE_02005	tRNA	75				tRNA-Asn(gtt)
POBNIBBE_02006	rRNA	112				5S ribosomal RNA
POBNIBBE_02007	CDS	711	mutY	3.2.2.-		Adenine DNA glycosylase
POBNIBBE_02008	CDS	240	yfhS			putative protein YfhS
POBNIBBE_02009	CDS	96				hypothetical protein
POBNIBBE_02010	CDS	702	epsL	2.-.-.-	COG2148	putative sugar transferase EpsL
POBNIBBE_02011	CDS	783				hypothetical protein
POBNIBBE_02012	CDS	279				hypothetical protein
POBNIBBE_02013	CDS	408				hypothetical protein
POBNIBBE_02014	CDS	789	yfkD			putative protein YfkD
POBNIBBE_02015	CDS	762				hypothetical protein
POBNIBBE_02016	CDS	273				hypothetical protein
POBNIBBE_02017	CDS	519	hprK	2.7.11.-	COG1493	HPr kinase/phosphorylase
POBNIBBE_02018	CDS	810	yocK		COG1734	General stress protein 16O
POBNIBBE_02019	CDS	216	def1	3.5.1.88	COG0242	Peptide deformylase 1
POBNIBBE_02020	CDS	549				hypothetical protein
POBNIBBE_02021	CDS	534				hypothetical protein
POBNIBBE_02022	CDS	171				hypothetical protein
POBNIBBE_02023	CDS	894	thiC	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
POBNIBBE_02024	CDS	621	ywrD	2.3.2.2	COG0405	Glutathione hydrolase-like YwrD proenzyme
POBNIBBE_02025	CDS	219				hypothetical protein
POBNIBBE_02026	CDS	396	zmp1	3.4.24.89		Pro-Pro endopeptidase
POBNIBBE_02027	CDS	135				hypothetical protein
POBNIBBE_02028	CDS	597				hypothetical protein
POBNIBBE_02029	CDS	240				hypothetical protein
POBNIBBE_02030	CDS	522	cysP		COG0306	Sulfate permease CysP
POBNIBBE_02031	CDS	519				hypothetical protein
POBNIBBE_02032	CDS	672	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
POBNIBBE_02033	CDS	945	emrB			Multidrug export protein EmrB
POBNIBBE_02034	CDS	771	cheR	2.1.1.80		Chemotaxis protein methyltransferase
POBNIBBE_02035	CDS	174	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
POBNIBBE_02036	CDS	288	sepF		COG1799	Cell division protein SepF
POBNIBBE_02037	CDS	273				hypothetical protein
POBNIBBE_02038	CDS	414				hypothetical protein
POBNIBBE_02039	CDS	129				hypothetical protein
POBNIBBE_02040	CDS	729	alkA	3.2.2.21	COG0122	DNA-3-methyladenine glycosylase
POBNIBBE_02041	CDS	315				hypothetical protein
POBNIBBE_02042	CDS	600				hypothetical protein
POBNIBBE_02043	CDS	186				hypothetical protein
POBNIBBE_02044	CDS	528				hypothetical protein
POBNIBBE_02045	CDS	102				hypothetical protein
POBNIBBE_02046	CDS	201				hypothetical protein
POBNIBBE_02047	CDS	819	fumC	4.2.1.2		Fumarate hydratase class II
POBNIBBE_02048	CDS	504	ytrI			Sporulation membrane protein YtrI
POBNIBBE_02049	CDS	189	nrnA	3.1.-.-	COG0618	Bifunctional oligoribonuclease and PAP phosphatase NrnA
POBNIBBE_02050	CDS	474	yetJ		COG0670	putative protein YetJ
POBNIBBE_02051	CDS	312	hyi	5.3.1.22	COG3622	Hydroxypyruvate isomerase
POBNIBBE_02052	CDS	501	lrp_2		COG1522	Leucine-responsive regulatory protein
POBNIBBE_02053	CDS	216				hypothetical protein
POBNIBBE_02054	CDS	393				hypothetical protein
POBNIBBE_02055	CDS	141				hypothetical protein
POBNIBBE_02056	CDS	285				hypothetical protein
POBNIBBE_02057	CDS	207				hypothetical protein
POBNIBBE_02058	CDS	315	dsrE2		COG2210	Sulfur carrier protein DsrE2
POBNIBBE_02059	CDS	366		2.8.1.-	COG0607	Sulfurtransferase
POBNIBBE_02060	CDS	477				hypothetical protein
POBNIBBE_02061	CDS	357				hypothetical protein
POBNIBBE_02062	CDS	492	scrB	3.2.1.26	COG1621	Sucrose-6-phosphate hydrolase
POBNIBBE_02063	CDS	993				hypothetical protein
POBNIBBE_02064	CDS	981	feoB_3		COG0370	Fe(2+) transporter FeoB
POBNIBBE_02065	CDS	306	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
POBNIBBE_02066	CDS	369				hypothetical protein
POBNIBBE_02067	CDS	156				hypothetical protein
POBNIBBE_02068	CDS	759	gltB	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
POBNIBBE_02069	CDS	435				hypothetical protein
POBNIBBE_02070	CDS	510	ydbM	1.3.99.-		Putative acyl-CoA dehydrogenase YdbM
POBNIBBE_02071	CDS	294	speE_2	2.5.1.16	COG0421	Polyamine aminopropyltransferase
POBNIBBE_02072	CDS	324	rocD	2.6.1.13	COG4992	Ornithine aminotransferase
POBNIBBE_02073	CDS	540				hypothetical protein
POBNIBBE_02074	CDS	594	rnz	3.1.26.11	COG1234	Ribonuclease Z
POBNIBBE_02075	CDS	135				hypothetical protein
POBNIBBE_02076	CDS	249				hypothetical protein
POBNIBBE_02077	CDS	318				hypothetical protein
POBNIBBE_02078	CDS	615	qoxC	1.10.3.-		Quinol oxidase subunit 3
POBNIBBE_02079	CDS	546				hypothetical protein
POBNIBBE_02080	CDS	627	argS	6.1.1.19		Arginine--tRNA ligase
POBNIBBE_02081	CDS	168				hypothetical protein
POBNIBBE_02082	CDS	444				hypothetical protein
POBNIBBE_02083	CDS	264	ltnD	1.1.1.411	COG2084	L-threonate dehydrogenase
POBNIBBE_02084	CDS	633	cbiG	3.7.1.12	COG2073	Cobalt-precorrin-5A hydrolase
POBNIBBE_02085	CDS	444				hypothetical protein
POBNIBBE_02086	CDS	195				hypothetical protein
POBNIBBE_02087	CDS	258				hypothetical protein
POBNIBBE_02088	CDS	243				hypothetical protein
POBNIBBE_02089	CDS	279				hypothetical protein
POBNIBBE_02090	CDS	654	bshB2	3.5.1.-	COG2120	putative N-acetyl-alpha-D-glucosaminyl L-malate deacetylase 2
POBNIBBE_02091	CDS	105				hypothetical protein
POBNIBBE_02092	CDS	537	rny_1	3.1.-.-		Ribonuclease Y
POBNIBBE_02093	CDS	462	dnaK		COG0443	Chaperone protein DnaK
POBNIBBE_02094	CDS	417				hypothetical protein
POBNIBBE_02095	CDS	201	rpmE		COG0254	50S ribosomal protein L31
POBNIBBE_02096	CDS	492	rho	3.6.4.-	COG1158	Transcription termination factor Rho
POBNIBBE_02097	CDS	507	ctaE	1.9.3.1		Cytochrome c oxidase subunit 3
POBNIBBE_02098	CDS	333	caaD	1.9.3.1		Cytochrome c oxidase subunit 4B
POBNIBBE_02099	CDS	687				hypothetical protein
POBNIBBE_02100	CDS	231				hypothetical protein
POBNIBBE_02101	CDS	189				hypothetical protein
POBNIBBE_02102	CDS	213				hypothetical protein
POBNIBBE_02103	CDS	306				hypothetical protein
POBNIBBE_02104	CDS	627	bshA_2	2.4.1.-	COG0438	N-acetyl-alpha-D-glucosaminyl L-malate synthase
POBNIBBE_02105	CDS	333				hypothetical protein
POBNIBBE_02106	CDS	108				hypothetical protein
POBNIBBE_02107	CDS	231	tlp			Small, acid-soluble spore protein Tlp
POBNIBBE_02108	CDS	144	sspN			Small, acid-soluble spore protein N
POBNIBBE_02109	CDS	114				hypothetical protein
POBNIBBE_02110	CDS	156				hypothetical protein
POBNIBBE_02111	CDS	534				hypothetical protein
POBNIBBE_02112	CDS	396				hypothetical protein
POBNIBBE_02113	CDS	450				hypothetical protein
POBNIBBE_02114	CDS	303				hypothetical protein
POBNIBBE_02115	CDS	249				hypothetical protein
POBNIBBE_02116	CDS	207				hypothetical protein
POBNIBBE_02117	CDS	591				hypothetical protein
POBNIBBE_02118	CDS	198				hypothetical protein
POBNIBBE_02119	CDS	456				hypothetical protein
POBNIBBE_02120	CDS	204				hypothetical protein
POBNIBBE_02121	CDS	324				hypothetical protein
POBNIBBE_02122	CDS	864	yhaX		COG0561	Stress response protein YhaX
POBNIBBE_02123	CDS	117				hypothetical protein
POBNIBBE_02124	CDS	312				hypothetical protein
POBNIBBE_02125	CDS	501				hypothetical protein
POBNIBBE_02126	CDS	555				hypothetical protein
POBNIBBE_02127	CDS	195				hypothetical protein
POBNIBBE_02128	CDS	360	cheY		COG0784	Chemotaxis protein CheY
POBNIBBE_02129	CDS	444	fliN		COG1886	Flagellar motor switch protein FliN
POBNIBBE_02130	CDS	648				hypothetical protein
POBNIBBE_02131	CDS	501				hypothetical protein
POBNIBBE_02132	CDS	240				hypothetical protein
POBNIBBE_02133	CDS	519	rimM			Ribosome maturation factor RimM
POBNIBBE_02134	CDS	183				hypothetical protein
POBNIBBE_02135	CDS	291				hypothetical protein
POBNIBBE_02136	CDS	492	ptsG_3	2.7.1.199	COG1263	PTS system glucose-specific EIICBA component
POBNIBBE_02137	CDS	231	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
POBNIBBE_02138	CDS	231	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
POBNIBBE_02139	CDS	270				hypothetical protein
POBNIBBE_02140	tRNA	74				tRNA-His(gtg)
POBNIBBE_02141	tRNA	74				tRNA-Trp(cca)
POBNIBBE_02142	tRNA	85				tRNA-Tyr(gta)
POBNIBBE_02143	tRNA	76				tRNA-Thr(cgt)
POBNIBBE_02144	tRNA	76				tRNA-Phe(gaa)
POBNIBBE_02145	tRNA	76				tRNA-Asp(gtc)
POBNIBBE_02146	tRNA	77				tRNA-Met(cat)
POBNIBBE_02147	CDS	435	murD	6.3.2.9		UDP-N-acetylmuramoylalanine--D-glutamate ligase
POBNIBBE_02148	CDS	495				hypothetical protein
POBNIBBE_02149	CDS	213				Small, acid-soluble spore protein 1
POBNIBBE_02150	CDS	243				hypothetical protein
POBNIBBE_02151	CDS	243				hypothetical protein
POBNIBBE_02152	CDS	531				hypothetical protein
POBNIBBE_02153	CDS	246				hypothetical protein
POBNIBBE_02154	CDS	222				hypothetical protein
POBNIBBE_02155	CDS	348				hypothetical protein
POBNIBBE_02156	CDS	195	ilvA	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
POBNIBBE_02157	CDS	252				hypothetical protein
POBNIBBE_02158	CDS	762	ykqA	2.3.2.-	COG2105	Putative gamma-glutamylcyclotransferase YkqA
POBNIBBE_02159	CDS	774				hypothetical protein
POBNIBBE_02160	CDS	150				hypothetical protein
POBNIBBE_02161	CDS	684	dgcM	2.7.7.65	COG2199	Diguanylate cyclase DgcM
POBNIBBE_02162	CDS	450	glmU			Bifunctional protein GlmU
POBNIBBE_02163	CDS	330				hypothetical protein
POBNIBBE_02164	CDS	432	hflX		COG2262	GTPase HflX
POBNIBBE_02165	CDS	168				hypothetical protein
POBNIBBE_02166	CDS	321				hypothetical protein
POBNIBBE_02167	CDS	915				hypothetical protein
POBNIBBE_02168	CDS	549				putative protein pXO2-61/BXB0075/GBAA_pXO2_0075
POBNIBBE_02169	CDS	105				hypothetical protein
POBNIBBE_02170	CDS	870			COG0391	Gluconeogenesis factor
POBNIBBE_02171	CDS	666	cbaA	1.9.3.1	COG0843	Cytochrome c oxidase subunit 1
POBNIBBE_02172	CDS	231	ypwA	3.4.17.19	COG2317	Carboxypeptidase 1
POBNIBBE_02173	CDS	729	pyk	2.7.1.40		Pyruvate kinase
POBNIBBE_02174	CDS	285				hypothetical protein
POBNIBBE_02175	CDS	309				hypothetical protein
POBNIBBE_02176	CDS	660				hypothetical protein
POBNIBBE_02177	CDS	384				hypothetical protein
POBNIBBE_02178	CDS	477				hypothetical protein
POBNIBBE_02179	CDS	324	mepS	3.4.-.-	COG0791	Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase
POBNIBBE_02180	CDS	234	betL		COG1292	Glycine betaine transporter BetL
POBNIBBE_02181	CDS	732	cstA		COG1966	Peptide transporter CstA
POBNIBBE_02182	CDS	462				hypothetical protein
POBNIBBE_02183	CDS	657				hypothetical protein
POBNIBBE_02184	CDS	303				hypothetical protein
POBNIBBE_02185	CDS	294				hypothetical protein
POBNIBBE_02186	CDS	387				hypothetical protein
POBNIBBE_02187	CDS	423	pyrH	2.7.4.22	COG0528	Uridylate kinase
POBNIBBE_02188	CDS	246				hypothetical protein
POBNIBBE_02189	CDS	189	bacC	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
POBNIBBE_02190	CDS	210				hypothetical protein
POBNIBBE_02191	CDS	321	prkC	2.7.11.1	COG0515	Serine/threonine-protein kinase PrkC
POBNIBBE_02192	CDS	192				hypothetical protein
POBNIBBE_02193	CDS	135				hypothetical protein
POBNIBBE_02194	CDS	324				hypothetical protein
POBNIBBE_02195	CDS	267	thiM	2.7.1.50	COG2145	Hydroxyethylthiazole kinase
POBNIBBE_02196	CDS	879	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
POBNIBBE_02197	CDS	756	potB		COG1176	Spermidine/putrescine transport system permease protein PotB
POBNIBBE_02198	CDS	111				hypothetical protein
POBNIBBE_02199	CDS	315				hypothetical protein
POBNIBBE_02200	CDS	210				hypothetical protein
POBNIBBE_02201	CDS	234				hypothetical protein
POBNIBBE_02202	CDS	396				hypothetical protein
POBNIBBE_02203	CDS	207				hypothetical protein
POBNIBBE_02204	CDS	186	spoIIIAB			Stage III sporulation protein AB
POBNIBBE_02205	CDS	468	moaE	2.8.1.12		Molybdopterin synthase catalytic subunit
POBNIBBE_02206	CDS	231	moaD		COG1977	Molybdopterin synthase sulfur carrier subunit
POBNIBBE_02207	CDS	105				hypothetical protein
POBNIBBE_02208	CDS	465	resE_2	2.7.13.3		Sensor histidine kinase ResE
POBNIBBE_02209	CDS	255	yfhP		COG1988	putative protein YfhP
POBNIBBE_02210	CDS	162	sspK			Small, acid-soluble spore protein K
POBNIBBE_02211	CDS	162				hypothetical protein
POBNIBBE_02212	CDS	504				hypothetical protein
POBNIBBE_02213	CDS	477	fabG_3	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
POBNIBBE_02214	CDS	486				hypothetical protein
POBNIBBE_02215	CDS	207	spoIIAB	2.7.11.1		Anti-sigma F factor
POBNIBBE_02216	CDS	687	murAB	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 2
POBNIBBE_02217	CDS	138				hypothetical protein
POBNIBBE_02218	CDS	459				hypothetical protein
POBNIBBE_02219	CDS	660	smtB	2.8.3.22	COG1804	Succinyl-CoA--L-malate CoA-transferase beta subunit
POBNIBBE_02220	CDS	426				hypothetical protein
POBNIBBE_02221	CDS	315				hypothetical protein
POBNIBBE_02222	CDS	414				hypothetical protein
POBNIBBE_02223	CDS	495				hypothetical protein
POBNIBBE_02224	CDS	351	iscS_2	2.8.1.7	COG1104	Cysteine desulfurase IscS
POBNIBBE_02225	CDS	297				hypothetical protein
POBNIBBE_02226	CDS	528				hypothetical protein
POBNIBBE_02227	CDS	501	ywnH	2.3.1.183	COG1247	Putative phosphinothricin acetyltransferase YwnH
POBNIBBE_02228	CDS	150	sspO			Small, acid-soluble spore protein O
POBNIBBE_02229	CDS	261				hypothetical protein
POBNIBBE_02230	CDS	177	yuaF			putative membrane protein YuaF
POBNIBBE_02231	CDS	231				hypothetical protein
POBNIBBE_02232	CDS	303				hypothetical protein
POBNIBBE_02233	CDS	195				hypothetical protein
POBNIBBE_02234	CDS	531	pfkB	2.7.1.11	COG1105	ATP-dependent 6-phosphofructokinase isozyme 2
POBNIBBE_02235	CDS	459	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
POBNIBBE_02236	CDS	549				hypothetical protein
POBNIBBE_02237	CDS	126				hypothetical protein
POBNIBBE_02238	CDS	141				hypothetical protein
POBNIBBE_02239	CDS	522				hypothetical protein
POBNIBBE_02240	CDS	243				hypothetical protein
POBNIBBE_02241	CDS	207				hypothetical protein
POBNIBBE_02242	CDS	474				hypothetical protein
POBNIBBE_02243	CDS	177	mtrB			Transcription attenuation protein MtrB
POBNIBBE_02244	CDS	420				hypothetical protein
POBNIBBE_02245	CDS	276				hypothetical protein
POBNIBBE_02246	CDS	486				hypothetical protein
POBNIBBE_02247	CDS	306				hypothetical protein
POBNIBBE_02248	CDS	228	nrdR		COG1327	Transcriptional repressor NrdR
POBNIBBE_02249	CDS	213	epsE		COG2804	Type II secretion system protein E
POBNIBBE_02250	CDS	684				hypothetical protein
POBNIBBE_02251	CDS	225	dnaG	2.7.7.-		DNA primase
POBNIBBE_02252	CDS	585				hypothetical protein
POBNIBBE_02253	CDS	342				hypothetical protein
POBNIBBE_02254	CDS	759				hypothetical protein
POBNIBBE_02255	CDS	159				hypothetical protein
POBNIBBE_02256	CDS	354				hypothetical protein
POBNIBBE_02257	CDS	216	tagO_2	2.7.8.33	COG0472	putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase
POBNIBBE_02258	CDS	177				hypothetical protein
POBNIBBE_02259	CDS	342				hypothetical protein
POBNIBBE_02260	CDS	258	yhjE			Inner membrane metabolite transport protein YhjE
POBNIBBE_02261	CDS	597	gerBA			Spore germination protein B1
POBNIBBE_02262	tRNA	74				tRNA-Ala(ggc)
POBNIBBE_02263	CDS	291				hypothetical protein
POBNIBBE_02264	CDS	360	fadD3_1	6.2.1.41	COG0318	3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl:CoA ligase
POBNIBBE_02265	CDS	432	lpxG	3.6.1.-	COG1408	UDP-2,3-diacylglucosamine pyrophosphatase LpxG
POBNIBBE_02266	CDS	174	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
POBNIBBE_02267	CDS	252				hypothetical protein
POBNIBBE_02268	CDS	732	ylbJ		COG3314	Sporulation integral membrane protein YlbJ
POBNIBBE_02269	CDS	495	rbgA		COG1161	Ribosome biogenesis GTPase A
POBNIBBE_02270	CDS	318				hypothetical protein
POBNIBBE_02271	CDS	225	gerE_1		COG2771	Spore germination protein GerE
POBNIBBE_02272	CDS	765	fliG		COG1536	Flagellar motor switch protein FliG
POBNIBBE_02273	CDS	741	yjhB			Putative metabolite transport protein YjhB
POBNIBBE_02274	CDS	270	phoU		COG0704	Phosphate-specific transport system accessory protein PhoU 
POBNIBBE_02275	CDS	435				hypothetical protein
POBNIBBE_02276	CDS	174				hypothetical protein
POBNIBBE_02277	CDS	582	yheD_3			Endospore coat-associated protein YheD
POBNIBBE_02278	CDS	528				hypothetical protein
POBNIBBE_02279	CDS	456	ysdC	3.4.11.-	COG1363	Putative aminopeptidase YsdC
POBNIBBE_02280	CDS	210	sspI			Small, acid-soluble spore protein I
POBNIBBE_02281	CDS	156				hypothetical protein
POBNIBBE_02282	CDS	321				hypothetical protein
POBNIBBE_02283	CDS	363	attM	3.1.1.81		N-acyl homoserine lactonase AttM
POBNIBBE_02284	CDS	387				hypothetical protein
POBNIBBE_02285	CDS	222	gerPF_3			putative spore germination protein GerPF
POBNIBBE_02286	CDS	780				hypothetical protein
POBNIBBE_02287	CDS	567				hypothetical protein
POBNIBBE_02288	CDS	237		4.2.1.-	COG4336	Putative hydro-lyase
POBNIBBE_02289	CDS	657		3.4.11.-		Aminopeptidase 2
POBNIBBE_02290	tRNA	74				tRNA-Ile(gat)
POBNIBBE_02291	tRNA	82				tRNA-Tyr(gta)
POBNIBBE_02292	tRNA	76				tRNA-Thr(cgt)
POBNIBBE_02293	tRNA	93				tRNA-Ser(cga)
POBNIBBE_02294	CDS	579	ilvE_2	2.6.1.42	COG0115	putative branched-chain-amino-acid aminotransferase
POBNIBBE_02295	CDS	126				hypothetical protein
POBNIBBE_02296	CDS	372				hypothetical protein
POBNIBBE_02297	CDS	117				hypothetical protein
POBNIBBE_02298	CDS	180				hypothetical protein
POBNIBBE_02299	CDS	147				hypothetical protein
POBNIBBE_02300	CDS	195	argF	2.1.3.3	COG0078	Ornithine carbamoyltransferase
POBNIBBE_02301	CDS	579				hypothetical protein
POBNIBBE_02302	CDS	519	cmk	2.7.4.25	COG0283	Cytidylate kinase
POBNIBBE_02303	CDS	222	mnmE_2	3.6.5.-	COG0486	tRNA modification GTPase MnmE
POBNIBBE_02304	CDS	600				hypothetical protein
POBNIBBE_02305	CDS	468	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
POBNIBBE_02306	CDS	663				hypothetical protein
POBNIBBE_02307	CDS	732	moeA	2.10.1.1		Molybdopterin molybdenumtransferase
POBNIBBE_02308	CDS	288				hypothetical protein
POBNIBBE_02309	CDS	240				hypothetical protein
POBNIBBE_02310	CDS	729				hypothetical protein
POBNIBBE_02311	CDS	201	cspB			Cold shock protein CspB
POBNIBBE_02312	CDS	561				hypothetical protein
POBNIBBE_02313	CDS	117				hypothetical protein
POBNIBBE_02314	CDS	585	polC	2.7.7.7	COG2176	DNA polymerase III PolC-type
POBNIBBE_02315	CDS	240				hypothetical protein
POBNIBBE_02316	CDS	270				hypothetical protein
POBNIBBE_02317	CDS	417	spxA		COG1393	Regulatory protein Spx
POBNIBBE_02318	CDS	303				hypothetical protein
POBNIBBE_02319	CDS	291				hypothetical protein
POBNIBBE_02320	CDS	636				hypothetical protein
POBNIBBE_02321	CDS	429				hypothetical protein
POBNIBBE_02322	CDS	255	naiP_2			Putative niacin/nicotinamide transporter NaiP
POBNIBBE_02323	CDS	123				hypothetical protein
POBNIBBE_02324	CDS	693	cotI			Spore coat protein I
POBNIBBE_02325	CDS	624	atoS	2.7.13.3	COG0642	Signal transduction histidine-protein kinase AtoS
POBNIBBE_02326	CDS	258				hypothetical protein
POBNIBBE_02327	CDS	330				hypothetical protein
POBNIBBE_02328	CDS	306	trpC	4.1.1.48	COG0134	Indole-3-glycerol phosphate synthase
POBNIBBE_02329	CDS	333				hypothetical protein
POBNIBBE_02330	CDS	195	ywhB	5.3.2.6	COG1942	2-hydroxymuconate tautomerase
POBNIBBE_02331	CDS	222	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
POBNIBBE_02332	CDS	363				hypothetical protein
POBNIBBE_02333	CDS	657	cobT	2.4.2.21		Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
POBNIBBE_02334	CDS	132	gapB	1.2.1.59	COG0057	Glyceraldehyde-3-phosphate dehydrogenase 2
POBNIBBE_02335	CDS	534				hypothetical protein
POBNIBBE_02336	CDS	219	yqgQ		COG4483	putative protein YqgQ
POBNIBBE_02337	CDS	180				hypothetical protein
POBNIBBE_02338	CDS	165				hypothetical protein
POBNIBBE_02339	CDS	270				hypothetical protein
POBNIBBE_02340	CDS	222				hypothetical protein
POBNIBBE_02341	CDS	240	spsB	3.4.21.89		Signal peptidase IB
POBNIBBE_02342	CDS	435				hypothetical protein
POBNIBBE_02343	CDS	246				hypothetical protein
POBNIBBE_02344	CDS	384	arcD		COG0531	Arginine/ornithine antiporter
POBNIBBE_02345	CDS	483				hypothetical protein
POBNIBBE_02346	CDS	432				hypothetical protein
POBNIBBE_02347	CDS	384	panD	4.1.1.11	COG0853	Aspartate 1-decarboxylase
POBNIBBE_02348	CDS	273	panC	6.3.2.1		Pantothenate synthetase
POBNIBBE_02349	CDS	192	ytkD	3.6.1.55	COG0494	Putative 8-oxo-dGTP diphosphatase YtkD
POBNIBBE_02350	CDS	444	ssuC		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
POBNIBBE_02351	CDS	330				hypothetical protein
POBNIBBE_02352	CDS	273	hup			DNA-binding protein HU
POBNIBBE_02353	CDS	567	hsdR_3	3.1.21.3		Type I restriction enzyme EcoR124II R protein
POBNIBBE_02354	CDS	414	tsf		COG0264	Elongation factor Ts
POBNIBBE_02355	CDS	273				hypothetical protein
POBNIBBE_02356	CDS	162				hypothetical protein
POBNIBBE_02357	CDS	297				hypothetical protein
POBNIBBE_02358	CDS	192				hypothetical protein
POBNIBBE_02359	CDS	303	trpF	5.3.1.24		N-(5'-phosphoribosyl)anthranilate isomerase
POBNIBBE_02360	CDS	516				hypothetical protein
POBNIBBE_02361	CDS	507				hypothetical protein
POBNIBBE_02362	CDS	231				hypothetical protein
POBNIBBE_02363	CDS	579		3.4.24.-	COG0612	putative zinc protease
POBNIBBE_02364	CDS	414		1.11.1.6		Manganese catalase
POBNIBBE_02365	CDS	195				hypothetical protein
POBNIBBE_02366	CDS	426	yhfA		COG1765	Protein YhfA
POBNIBBE_02367	CDS	243				hypothetical protein
POBNIBBE_02368	CDS	666	rsiX			Anti-sigma-X factor RsiX
POBNIBBE_02369	CDS	552				hypothetical protein
POBNIBBE_02370	CDS	276				hypothetical protein
POBNIBBE_02371	CDS	189				hypothetical protein
POBNIBBE_02372	CDS	204				hypothetical protein
POBNIBBE_02373	CDS	636				hypothetical protein
